rid,pattern_id,pattern_name,category_id,role,confidence,review_status,assignment_method,evidence_location,evidence_quote,system_id,source_batch,taxonomy_version
3564,pat-092,Natural-Language Control,U01,present,medium,verified,imported,abstract,"we then introduce OmniQuery, a novel system that is able to answer complex personal memoryrelated questions that require extracting and inferring contextual information",omniquery,include,v1.1
3568,pat-032,Source Conditioned Generation,U01,central,high,verified,imported,system sec 3,"the system employs a glasses-free 3D monitor, displaying a nostalgic artifact—either a generic nostalgic object 3D model or a personal photo—in the center, with two agents—an older agent and a younger agent—positioned in the bottom left and right corners respectively",3568,include,v1.1
3568,pat-042,Persona Assigned to Agents,U10,central,high,verified,imported,abstract,which allows older adults to engage with two distinct agents—one embodying an older identity and the other a younger identity—while using not only personal photos but also 3D models of generic nostalgic objects as memory cues,3568,include,v1.1
3568,pat-043,Embodied Avatar,U04,central,high,verified,imported,fig 3,The four Responding Agents: two older agents (male and female) and two younger agents (boy and girl).,3568,include,v1.1
3568,pat-045,Multiparty Hub and Spoke,U10,present,medium,verified,imported,fig 1,The older adult can freely choose which agent to converse with.,3568,include,v1.1
3568,pat-048,Simulated Counterparts,U10,central,high,verified,imported,abstract,"Reminiscence has been shown to provide benefits for older adults, but traditionally relies on personal photos as memory cues and interactions with real people who may not always be available.",3568,include,v1.1
3568,pat-057,Companion Chat Panel,U09,central,high,verified,imported,fig 1,"An older adult interacts with two Responding Agents with two identities (older and younger) on a glasses-free 3D monitor, discussing nostalgic artifacts (3D models of generic nostalgic objects or personal photos).",3568,include,v1.1
3568,pat-060,Multimodal Input,U04,central,medium,verified,imported,system sec 3,"(2) Simultaneously, the system selects the Responding Agent (younger or older) based on the user’s eye gaze during speech.",3568,include,v1.1
3568,pat-062,Voice Interaction,U04,central,high,verified,imported,system sec 3,The participant sits in front of the 3D monitor and chats with the two agents about the central artifact through voice interaction.,3568,include,v1.1
3576,pat-002,Candidate Gallery,U05,present,medium,verified,imported,fig 3,"Key features include a design document for guidance, a prompt box for input, a dimension palette for organizing and modifying design aspects, and an image panel displaying generated outputs.",designweaver,include,v1.1
3576,pat-017,Staged Pipeline,U08,present,medium,verified,imported,fig 2,"The process involves four main stages: (1) Ingest the design document to extract initial dimensions and tags, (2) Refine and recommend dimensions to generate prompts, (3) Use prompts to render and refine images, and (4) Iterate based on new dimensions and tags inspired by the ge…",designweaver,include,v1.1
3576,pat-022,Artifact Derived Controls,U01,central,high,verified,imported,abstract,"These insights inspired DesignWeaver, an interface that helps novices generate prompts for a text-to-image model by surfacing key product design dimensions from generated images into a palette for quick selection.",designweaver,include,v1.1
3576,pat-032,Source Conditioned Generation,U01,present,medium,verified,imported,system sec 4.1,"Goal 1: Allow novices to absorb known preferences, requirements, and constraints.",designweaver,include,v1.1
3576,pat-086,Fixed Functional Panel Layout,U09,present,high,verified,imported,fig 1,"The components include (A) Prompt Box, (B) Dimension Palette, (C) Image Gallery, and (D) Favorite Folder",designweaver,include,v1.1
3578,pat-042,Persona Assigned to Agents,U10,central,high,verified,imported,system sec 4.3.1,"The Friend bot, which gave emotional support through refective listening, was the most preferred chatbot for participants in the ID group",3578,include-b,v1.1
3579,pat-022,Artifact Derived Controls,U01,central,high,verified,imported,abstract,"For content, we developed Fluid Attributes, a set of techniques enabling users to show and hide attributes between views and leverage AI to manipulate, reformat, and generate new attributes.",3579,include,v1.1
3579,pat-036,Overview-plus-Detail,U07,central,high,verified,imported,intro,"The overview-detail design pattern describes interfaces that typically consist of two views: an overview that presents a collection of items along with their key attributes and a detail view that provides an in-depth look at a selected item, including many, if not all, of its attributes [63, 69].",3579,include,v1.1
3579,pat-087,Dual Artifact Presentation Modes,U09,present,medium,verified,imported,abstract,"For composition and layout, we provided solutions to compose multiple overviews and detail views and transform between various overview and overview-detail layouts.",3579,include,v1.1
3579,pat-088,AI Panels for Host Application,U09,present,medium,verified,imported,system sec 4.1,"To support such interactions, overview-detail interfaces can provide a dedicated “Attributes Mode”, available to toggle on and off in a global toolbar on the website (Fig. 13D).",3579,include,v1.1
3584,pat-002,Candidate Gallery,U05,present,high,verified,imported,system sec 6.3.1,"Among the recommended options, Tom still believed that the magpie and peony, two of the most commonly used elements, best suit the design theme.",harmonycut,include,v1.1
3584,pat-015,Question-Driven Elicitation,U01,present,medium,verified,imported,fig 3,"(a) In the Idea Prompting panel, the system guides users through idea navigation using four factors: function, subject matter, style, and method of expression.",harmonycut,include,v1.1
3584,pat-017,Staged Pipeline,U08,central,high,verified,imported,fig 1,A general two-stage (ideation and composition) workflow and design space (four factors and one element) for GenAI-aided paper-cutting design is outlined from the two-step formative study,harmonycut,include,v1.1
3584,pat-019,Propose-Critique-Revise Iterative Refinement,U06,present,medium,verified,imported,fig 1,Controllable and Editable Design Iteration,harmonycut,include,v1.1
3584,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,system sec 6.3,"In HarmonyCut, the components aligned with the design workflow and the goals are arranged within a three-panel interface, with the primary mood board centrally positioned, as illustrated in Figure 3.",harmonycut,include,v1.1
3586,pat-051,Elements for Process Disclosure,U07,central,high,verified,imported,abstract,"Large language models (LLMs), with their exceptional conversational and analytical capabilities, present great opportunities to enhance AI-assisted decision making in the absence of AI explanations",3586,include,v1.1
3586,pat-059,Inferred User State Driven Adaptation,U01,central,high,verified,imported,abstract,we then propose an algorithmic framework to characterize the effects of LLM-powered analysis on human decisions and dynamically decide which analysis to present,3586,include,v1.1
3586,pat-074,Non-Readable to Natural Language Conversion,U04,central,high,verified,imported,abstract,"providing natural-language-based analysis of AI’s decision recommendation, e.g., how each feature of a decision making task might contribute to the AI recommendation",3586,include,v1.1
3586,pat-087,Dual Artifact Presentation Modes,U09,central,high,verified,imported,fig 1,The example interfaces used in the Seq and All treatments of our experiment for the recidivism prediction task.,3586,include,v1.1
3590,pat-022,Artifact Derived Controls,U01,central,high,verified,imported,system sec 4.1,Color pens extract six main colors of the user-selected area from an inspirational image to a color palette shown under the canvas.,fusain,include,v1.1
3590,pat-032,Source Conditioned Generation,U01,central,high,verified,imported,system sec 4,These pens can extract and load multiple visual details from inspirational images and can be used individually or together.,fusain,include,v1.1
3590,pat-039,Spatial Canvas,U01,central,high,verified,imported,fig 1,"They extract visual properties with “smart” pens from (2) Pen sets (object, color, texture, basic, eraser) and compose visual prompts on (3) Canvas with editing tools.",fusain,include,v1.1
3590,pat-041,Pick and Combine,U05,central,high,verified,imported,abstract,GenAI then fuses the pen’s contents to create new images.,fusain,include,v1.1
