paper_id,paper_name,pattern_ids,pattern_names,human_factor_ids,human_factor_names
5653,The Personalization Paradox: Trade-offs Between Social Presence and Task Efficiency in Embodied AR Instructors,pat-011 | pat-042 | pat-043 | pat-062,Live Activity Output Synchronization | Persona Assigned to Agents | Embodied Avatar | Voice Interaction,F19 | F20 | F11 | F13 | F21,"Effort and Cognitive Load | Skill and Self-Efficacy | Social Perception (Mindset) | Personalization | Affect, Wellbeing and Connection"
5654,Scaffolding Metacognition with GenAI: Exploring Design Opportunities to Support Task Management for University Students with ADHD,,,F1 | F8 | F19 | F7 | F13 | F21,"Gulf of Envisioning | Metacognition | Effort and Cognitive Load | Control and Agency | Personalization | Affect, Wellbeing and Connection"
5657,Editable XAI: Toward Bidirectional Human-AI Alignment with Co-Editable Explanations of Interpretable Attributes,pat-067 | pat-019 | pat-030 | pat-080 | pat-038 | pat-054 | pat-086,User-Authored Rules | Propose-Critique-Revise Iterative Refinement | Two-Way Sync View | Revisitable History | Model Internals View | Paired (Human-AI) Assessment | Fixed Functional Panel Layout,F3 | F4 | F5 | F19 | F7 | F12,Judgment and Decision Making | Oversight | Appropriate Reliance | Effort and Cognitive Load | Control and Agency | Perspective-Taking
5662,When Workout Buddies Are Virtual: AI Agents and Human Peers in a Longitudinal Physical Activity Study,pat-042 | pat-045 | pat-048 | pat-089 | pat-043,Persona Assigned to Agents | Multiparty Hub and Spoke | Simulated Counterparts | Chat Panels | Embodied Avatar,F20 | F11 | F13 | F21,"Skill and Self-Efficacy | Social Perception (Mindset) | Personalization | Affect, Wellbeing and Connection"
5663,What Keeps Fans on the Silent Field?: Understanding Lean-Back Football Fans via AI Sports Broadcasting in Non-Event Time,pat-009 | pat-011 | pat-042 | pat-074,Proactive Support | Live Activity Output Synchronization | Persona Assigned to Agents | Non-Readable to Natural Language Conversion,F5 | F19 | F7 | F13 | F21,"Appropriate Reliance | Effort and Cognitive Load | Control and Agency | Personalization | Affect, Wellbeing and Connection"
5665,Storycaster: An AI System for Immersive Room-based Storytelling,pat-032 | pat-017 | pat-042 | pat-049 | pat-062,Source Conditioned Generation | Staged Pipeline | Persona Assigned to Agents | Space Registered Overlay | Voice Interaction,F2 | F19 | F13 | F15,Creativity Support and Ideation | Effort and Cognitive Load | Personalization | Spatial and Embodied Cognition
5670,Evalet: Evaluating Large Language Models through Functional Fragmentation,pat-067 | pat-018 | pat-036 | pat-037 | pat-055 | pat-086,User-Authored Rules | Addressable Segments | Overview-plus-Detail | Unit Visualization Views | Aggregated Summary Score | Fixed Functional Panel Layout,F6 | F3 | F4 | F5 | F19,Sensemaking | Judgment and Decision Making | Oversight | Appropriate Reliance | Effort and Cognitive Load
5681,SoleCoach: Sole Pressure and IMU-based MLLMs for Skill Coaching,pat-048 | pat-074 | pat-076,Simulated Counterparts | Non-Readable to Natural Language Conversion | Perceptible Rendering,F9 | F6 | F20 | F13,Guidance and Feedback | Sensemaking | Skill and Self-Efficacy | Personalization
5690,Scaffolded Vulnerability: Chatbot-Mediated Reciprocal Self-Disclosure and Need-Supportive Interaction in Couples,pat-015 | pat-016 | pat-045 | pat-088,Question-Driven Elicitation | Structured Dialogue Flow | Multiparty Hub and Spoke | AI Panels for Host Application,F12 | F17 | F13 | F21,"Perspective-Taking | Privacy and Ownership | Personalization | Affect, Wellbeing and Connection"
5702,HOICraft: In-Situ VLM-based Authoring Tool for Part-Level Hand-Object Interaction Design in VR,pat-034 | pat-002 | pat-018 | pat-017 | pat-026,Artifact Generation Property Controls | Candidate Gallery | Addressable Segments | Staged Pipeline | Unified Workspace,F2 | F19 | F12,Creativity Support and Ideation | Effort and Cognitive Load | Perspective-Taking
5715,Component-Wise Sketching and Generation for Car Interior Design,pat-039 | pat-040 | pat-002 | pat-018 | pat-017 | pat-020 | pat-086,Spatial Canvas | Sketch-Based Input | Candidate Gallery | Addressable Segments | Staged Pipeline | Inspectable Intermediate Steps | Fixed Functional Panel Layout,F2 | F3 | F19,Creativity Support and Ideation | Judgment and Decision Making | Effort and Cognitive Load
5717,HapticLens: Interactive Vibrotactile Haptic Generation from Spatially Localized Video Motion,pat-012 | pat-021 | pat-001 | pat-038 | pat-086,Live Side Panel | Localized Tweaking Support | Linked Views | Model Internals View | Fixed Functional Panel Layout,F2 | F19 | F20,Creativity Support and Ideation | Effort and Cognitive Load | Skill and Self-Efficacy
5734,Rememo: A Research-through-Design Inquiry Towards an AI-in-the-loop Therapist's Tool for Dementia Reminiscence,pat-045 | pat-061,Multiparty Hub and Spoke | Tangible Interaction,F6 | F7,Sensemaking | Control and Agency
5740,LAPS: Automating Hypothesis-Driven Statistical Analysis of Public Survey Using Large Language Models,pat-032 | pat-002 | pat-019 | pat-017 | pat-080 | pat-051,Source Conditioned Generation | Candidate Gallery | Propose-Critique-Revise Iterative Refinement | Staged Pipeline | Revisitable History | Elements for Process Disclosure,F1 | F6 | F5 | F19 | F20 | F7,Gulf of Envisioning | Sensemaking | Appropriate Reliance | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
5749,TaskAudit: Detecting Functiona11ity Errors in Mobile Apps via Agentic Task Execution,pat-033,Output Templates,F6 | F3 | F14,Sensemaking | Judgment and Decision Making | Accessibility
5758,AmIWrite: Exploring Scalable One-on-One Handwriting-Based Tutoring for Mathematical Problem-Solving with an LLM-Powered AI Tutor,pat-011 | pat-017 | pat-048 | pat-091 | pat-060,Live Activity Output Synchronization | Staged Pipeline | Simulated Counterparts | In-Situ Agent Presence | Multimodal Input,F6 | F19 | F20 | F14,Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy | Accessibility
5759,Should the AI Speak First? Evaluating Proactive vs. Reactive Facilitation in Mixed-Reality Medical Training,pat-009 | pat-048 | pat-087 | pat-049,Proactive Support | Simulated Counterparts | Dual Artifact Presentation Modes | Space Registered Overlay,F9 | F19 | F20 | F7,Guidance and Feedback | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency
5763,Open-ended Structured Question Assessment with Human-LLM Collaboration,pat-018 | pat-001 | pat-051 | pat-086,Addressable Segments | Linked Views | Elements for Process Disclosure | Fixed Functional Panel Layout,F3 | F4 | F19 | F7,Judgment and Decision Making | Oversight | Effort and Cognitive Load | Control and Agency
5764,GuideMe: A VLM-Based System Assisting Independent Smartphone Learning for Older Adults,pat-015 | pat-023 | pat-048 | pat-088 | pat-091,Question-Driven Elicitation | Goal Decomposition | Simulated Counterparts | AI Panels for Host Application | In-Situ Agent Presence,F1 | F6 | F19 | F20 | F14,Gulf of Envisioning | Sensemaking | Effort and Cognitive Load | Skill and Self-Efficacy | Accessibility
5765,More Isn't Always Better: Balancing Decision Accuracy and Conformity Pressures in Multi-AI Advice,pat-054 | pat-042 | pat-045,Paired (Human-AI) Assessment | Persona Assigned to Agents | Multiparty Hub and Spoke,F3 | F8 | F5 | F19 | F7 | F16 | F11,Judgment and Decision Making | Metacognition | Appropriate Reliance | Effort and Cognitive Load | Control and Agency | Coordination and Equitable Participation | Social Perception (Mindset)
5769,From Fragmentation to Integration: Exploring the Design Space of AI Agents for Human-as-the-Unit Privacy Management,pat-013 | pat-032 | pat-067 | pat-026 | pat-074,Deferred Intervention | Source Conditioned Generation | User-Authored Rules | Unified Workspace | Non-Readable to Natural Language Conversion,F5 | F22 | F19 | F20 | F7 | F17 | F21,"Appropriate Reliance | Risk of Harm and Accountability | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency | Privacy and Ownership | Affect, Wellbeing and Connection"
5774,From Overload to Convergence: Supporting Multi-Issue Human-AI Negotiation with Bayesian Visualization,pat-012 | pat-044 | pat-048 | pat-086 | pat-076,Live Side Panel | Role-Play Scenario | Simulated Counterparts | Fixed Functional Panel Layout | Perceptible Rendering,F2 | F3 | F19 | F7,Creativity Support and Ideation | Judgment and Decision Making | Effort and Cognitive Load | Control and Agency
5782,"Less Redraw, More Explore: Suggestion and Completion for Sketch-to-Image",pat-090 | pat-040 | pat-002 | pat-019 | pat-096 | pat-086,On-Demand Suggestion | Sketch-Based Input | Candidate Gallery | Propose-Critique-Revise Iterative Refinement | Accept/Reject Controls | Fixed Functional Panel Layout,F2 | F9 | F19 | F20 | F7 | F12,Creativity Support and Ideation | Guidance and Feedback | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency | Perspective-Taking
5784,Design and Evaluation of a Photorealistic AI Virtual Peer in Elementary Collaborative Classroom,pat-011 | pat-042 | pat-045 | pat-047 | pat-043,Live Activity Output Synchronization | Persona Assigned to Agents | Multiparty Hub and Spoke | Role Asymmetric Views | Embodied Avatar,F8 | F19 | F20 | F16 | F11 | F13 | F21,"Metacognition | Effort and Cognitive Load | Skill and Self-Efficacy | Coordination and Equitable Participation | Social Perception (Mindset) | Personalization | Affect, Wellbeing and Connection"
5786,Understanding Human-Multi-Agent Team Formation for Creative Work,pat-034 | pat-017 | pat-045,Artifact Generation Property Controls | Staged Pipeline | Multiparty Hub and Spoke,F2 | F4 | F20 | F7,Creativity Support and Ideation | Oversight | Skill and Self-Efficacy | Control and Agency
5788,Creativity from Surprise: Bridging the Gap Between Fashion Designers' Inspiration Work and AI Creative Support Tools,,,F2 | F3 | F7,Creativity Support and Ideation | Judgment and Decision Making | Control and Agency
5794,Memory Printer: Exploring Everyday Reminiscing by Combining Slow Design with Generative AI-based Image Creation,pat-093 | pat-017 | pat-061,Familiar-Object Metaphor | Staged Pipeline | Tangible Interaction,F6 | F8 | F22 | F19 | F7 | F21 | F15,"Sensemaking | Metacognition | Risk of Harm and Accountability | Effort and Cognitive Load | Control and Agency | Affect, Wellbeing and Connection | Spatial and Embodied Cognition"
5804,Street Scenes: Public Appliances for GenAI Video in Informal Settlements,pat-034 | pat-093 | pat-060 | pat-061 | pat-063,Artifact Generation Property Controls | Familiar-Object Metaphor | Multimodal Input | Tangible Interaction | Multimodal Output,F19 | F17 | F21 | F14,"Effort and Cognitive Load | Privacy and Ownership | Affect, Wellbeing and Connection | Accessibility"
5805,SemTabla: A Human-in-the-Loop Framework for Semantic Enrichment and Validation of Data Tables,pat-033 | pat-010 | pat-020,Output Templates | Prefilled Editable Templates | Inspectable Intermediate Steps,F4 | F19 | F7 | F12,Oversight | Effort and Cognitive Load | Control and Agency | Perspective-Taking
5806,Novobo: Supporting Teachers' Peer Learning of Instructional Gestures by Teaching a Mentee AI-Agent Together,pat-017 | pat-042 | pat-045 | pat-048 | pat-060,Staged Pipeline | Persona Assigned to Agents | Multiparty Hub and Spoke | Simulated Counterparts | Multimodal Input,F1 | F19 | F20 | F12 | F16 | F21 | F15,"Gulf of Envisioning | Effort and Cognitive Load | Skill and Self-Efficacy | Perspective-Taking | Coordination and Equitable Participation | Affect, Wellbeing and Connection | Spatial and Embodied Cognition"
5807,RAVEN: Realtime Accessibility in Virtual ENvironments for Blind and Low-Vision People,pat-092 | pat-019 | pat-024 | pat-074,Natural-Language Control | Propose-Critique-Revise Iterative Refinement | Program-as-Output | Non-Readable to Natural Language Conversion,F5 | F19 | F7 | F14 | F15,Appropriate Reliance | Effort and Cognitive Load | Control and Agency | Accessibility | Spatial and Embodied Cognition
5820,LL.me: Supporting Identity Work through Human-AI Alignment,pat-032 | pat-019 | pat-017 | pat-051,Source Conditioned Generation | Propose-Critique-Revise Iterative Refinement | Staged Pipeline | Elements for Process Disclosure,F3 | F12 | F17,Judgment and Decision Making | Perspective-Taking | Privacy and Ownership
5828,VidTune: Creating Video Soundtracks with Generative Music and Video-Based Thumbnails,pat-022 | pat-032 | pat-002 | pat-041 | pat-021 | pat-095 | pat-086 | pat-076 | pat-078,Artifact Derived Controls | Source Conditioned Generation | Candidate Gallery | Pick and Combine | Localized Tweaking Support | Manual Fallback Editing | Fixed Functional Panel Layout | Perceptible Rendering | Composite Glyph,F1 | F6 | F3 | F19 | F21,"Gulf of Envisioning | Sensemaking | Judgment and Decision Making | Effort and Cognitive Load | Affect, Wellbeing and Connection"
5835,Co-Designing Multimodal Systems for Accessible Asynchronous Dance Instruction,,,F9 | F20 | F14 | F15,Guidance and Feedback | Skill and Self-Efficacy | Accessibility | Spatial and Embodied Cognition
5837,LingoLift: Supporting Educators in Personalized Oral Language Teaching for Autistic Children through Content Generation,pat-032 | pat-059 | pat-017 | pat-026,Source Conditioned Generation | Inferred User State Driven Adaptation | Staged Pipeline | Unified Workspace,F2 | F19 | F20 | F7 | F14,Creativity Support and Ideation | Effort and Cognitive Load | Skill and Self-Efficacy | Control and Agency | Accessibility
5844,As Content and Layout Co-Evolve: TangibleSite for Scaffolding Blind People's Webpage Design through Multimodal Interaction,pat-018 | pat-060 | pat-061 | pat-063,Addressable Segments | Multimodal Input | Tangible Interaction | Multimodal Output,F2 | F6 | F14 | F15,Creativity Support and Ideation | Sensemaking | Accessibility | Spatial and Embodied Cognition
5847,Designing Around Stigma: Human-Centered LLMs for Menstrual Health,pat-042 | pat-088,Persona Assigned to Agents | AI Panels for Host Application,F5 | F22 | F20 | F12 | F17 | F14,Appropriate Reliance | Risk of Harm and Accountability | Skill and Self-Efficacy | Perspective-Taking | Privacy and Ownership | Accessibility
5852,Epimopilot : An LLM-infused Epistemic Emotion Support System to Boost Self-regulated Asynchronous Online Video Learning,pat-009 | pat-088 | pat-043,Proactive Support | AI Panels for Host Application | Embodied Avatar,F9 | F8 | F20 | F13 | F21,"Guidance and Feedback | Metacognition | Skill and Self-Efficacy | Personalization | Affect, Wellbeing and Connection"
5855,SimStep: Human-in-the-Loop Authoring of Interactive Educational Simulations Through Task-Level Abstractions,pat-092 | pat-019 | pat-024 | pat-017 | pat-020 | pat-025,Natural-Language Control | Propose-Critique-Revise Iterative Refinement | Program-as-Output | Staged Pipeline | Inspectable Intermediate Steps | Interpretation Readback,F1 | F3 | F4 | F20 | F7 | F12,Gulf of Envisioning | Judgment and Decision Making | Oversight | Skill and Self-Efficacy | Control and Agency | Perspective-Taking
